Id,Category
73032,57
1791,2
17952,33
282410,22
229641,33
98732,57
225711,33
134781,1
76740,2
87292,8
150311,57
284210,57
182251,57
95751,50
25171,55
263280,45
143110,57
204100,2
215141,57
24941,22
290862,57
59482,22
32372,39
138742,28
223571,2
227681,33
99752,57
122632,18
194920,33
212611,12
117381,54
43841,33
128060,8
77841,57
94030,57
16350,2
153192,57
197741,33
250531,57
29230,18
224430,33
249351,33
173222,3
37610,57
281871,57
137180,57
1871,2
232182,57
260851,33
25182,30
237290,13
145211,49
115030,33
287970,57
129502,33
207731,57
286431,2
48762,57
46370,25
233791,57
34970,2
164121,33
10022,57
194100,57
103992,57
280512,13
263992,39
280510,33
256470,12
261230,57
67892,33
222660,1
17160,44
7681,53
133630,57
48241,53
212911,57
88522,2
270550,33
26491,44
68580,2
47392,18
134160,56
61580,57
232941,57
295042,57
163312,57
142002,33
35830,57
160130,57
240180,57
98351,57
93461,33
219171,33
122830,17
183522,57
286181,13
255482,33
96352,39
14671,57
67701,57
23370,12
195960,2
291220,33
100590,56
221000,39
146912,1
107381,2
21581,57
38610,57
164330,46
42270,22
277480,0
72891,57
290092,17
162030,37
106310,2
187132,53
71931,57
53520,2
292981,29
57282,38
164440,57
16761,57
157431,19
111740,0
199391,44
207220,57
229600,57
69462,18
272201,2
36122,17
227262,33
245620,57
208811,57
223781,56
204210,39
41992,57
242740,57
48572,57
263111,17
149941,2
241372,57
136382,39
178342,39
40592,57
183970,57
279301,57
280522,57
87270,33
61431,57
33050,18
81771,1
113941,33
17921,1
90382,35
94872,57
163680,24
271402,2
63540,53
260822,1
163071,1
14030,54
259140,52
144940,57
180242,41
227360,33
118471,2
143750,57
284141,2
91891,1
210581,50
170760,30
133991,1
261372,30
254231,50
98581,57
285192,57
131872,57
128462,57
236072,2
138300,57
15132,1
271371,23
80911,18
27230,57
47831,57
176922,15
36410,57
239690,33
171442,57
110732,56
158761,34
57950,18
247292,57
251041,33
36531,33
59592,57
219342,57
167591,33
16012,33
189602,57
68801,39
12560,57
156610,57
268862,57
232602,57
280012,29
43761,33
15012,33
295141,2
200711,57
89880,57
177781,11
215031,39
22320,33
183321,1
131330,52
86852,57
194321,2
289611,57
203992,20
130322,54
178622,28
104552,2
282951,57
47790,29
28201,3
270121,22
268832,33
186971,57
160241,33
181162,2
262601,33
128920,53
44142,57
228492,39
139450,46
43521,57
176411,33
244270,33
279111,57
93061,49
46781,2
6380,35
102860,1
271240,57
162570,57
299771,57
281292,1
236102,33
14501,57
48590,35
259872,57
274380,33
135490,33
200172,18
71060,57
79421,57
25691,2
19710,33
239740,31
191272,1
177372,57
61990,18
121672,32
252252,57
222571,2
119151,5
105321,56
53172,57
582,57
286920,1
285402,2
10342,57
167702,57
200621,42
2001,57
271162,37
249352,57
257250,57
221650,57
222760,39
222792,57
4900,2
114530,39
254180,57
182321,57
247810,2
93871,33
114902,12
231282,2
121551,37
98102,57
39662,15
27600,49
248021,57
177982,57
167340,33
160122,14
228660,1
140111,57
41590,6
185961,38
243081,3
206492,39
277360,2
66180,19
150012,33
65190,1
82780,33
140861,33
87662,57
91152,18
119331,6
4772,57
170551,50
92452,1
298850,57
68660,57
290332,53
116380,13
293850,22
272721,33
134251,9
286410,57
297712,33
286192,57
143741,39
94572,33
231522,1
57160,2
125511,57
173151,57
291581,33
222820,32
96910,57
53500,57
287032,32
123070,33
108971,57
45921,2
273701,57
26291,2
204681,56
172221,57
262011,57
76392,54
208911,25
287901,43
52582,33
294281,33
275122,57
147002,57
153752,11
16972,43
3880,2
190421,57
159291,33
64470,57
177251,57
221940,2
105531,2
207851,22
274331,38
201510,57
189861,33
184180,57
109662,57
94932,57
102420,57
115582,39
25771,11
241741,33
76142,2
216582,57
105750,18
222190,57
25701,43
161032,57
12251,2
155580,37
291771,57
29570,57
158940,28
57671,57
150581,2
113341,57
298712,57
47932,1
66310,57
75652,33
70421,56
121341,33
196581,57
26762,57
195460,57
161731,57
92912,2
126680,57
208631,57
106672,57
124520,57
198490,39
230341,41
49392,33
53491,33
180391,57
78330,57
142652,57
290191,33
124972,57
49172,49
259421,33
187291,57
94862,57
36101,3
163932,57
277580,2
199760,57
8010,39
110612,56
278611,49
36672,39
255192,57
79720,28
170950,50
143280,56
43590,33
195402,57
99261,33
56680,53
46822,57
198862,57
174532,38
4341,33
60150,33
265200,57
113952,49
80150,15
135020,39
155570,2
231622,54
24402,27
30092,2
169741,56
114762,56
132960,2
42322,57
77790,56
40131,57
128211,57
232940,44
93792,42
188101,33
209352,2
213562,57
218992,2
140352,57
191311,2
19140,2
191791,2
293702,33
231442,33
152820,57
243120,57
45090,57
205080,57
165552,33
236871,33
251011,33
294872,1
209682,57
8782,30
139571,57
108502,1
53792,33
58080,2
277802,57
46421,19
146771,57
27212,57
123292,0
282302,57
291210,57
106581,57
126310,2
211892,2
107190,2
297540,18
123802,56
100980,56
129942,57
255571,3
19792,20
80540,33
275690,43
206410,57
7342,39
98050,9
175491,33
218062,2
54541,33
266122,57
184812,32
184610,52
76051,33
191782,19
236802,11
286490,57
169581,45
153711,57
243942,2
40372,39
197871,57
131711,33
141370,57
197941,33
274381,39
174940,57
91001,57
80761,44
154452,14
255312,57
51122,57
2931,2
108970,49
76912,1
142660,57
141991,2
144042,2
213552,8
251332,57
6142,57
163270,18
200001,57
55390,30
298421,26
114881,33
185210,33
194762,2
241061,33
75941,44
299021,33
233022,57
59781,18
251470,57
56790,19
21542,19
63910,39
137661,57
157750,2
118821,2
60740,2
83671,57
92561,2
198972,33
235151,33
140052,57
55330,57
233420,57
178011,57
271332,30
59522,18
121552,37
22080,55
1841,53
133272,34
53370,33
169151,13
103122,57
68940,2
268352,33
165222,57
2591,51
154792,37
286162,13
161160,23
111991,57
192291,5
239312,57
207852,57
148371,2
152032,57
265681,2
283891,43
178492,57
221351,49
253701,57
26052,28
294301,38
35441,2
56991,53
37061,57
28972,33
54131,57
266592,33
238772,3
248602,57
156581,17
162582,57
272362,33
1401,33
137340,2
254702,57
222800,33
79752,0
126731,2
268571,57
34851,57
165130,57
206812,22
42992,57
109851,19
254461,28
5460,57
139242,57
106322,42
37911,33
278782,33
262841,57
80420,33
40180,57
252861,1
25981,2
149401,57
153721,33
44820,57
165481,33
150312,22
205230,2
257441,57
18511,57
294241,12
164052,23
145462,57
20601,33
77160,2
53322,33
31551,57
250142,43
66842,57
72720,57
260280,39
255262,57
150161,39
79940,57
150901,2
6772,56
291522,57
1182,57
91690,33
227371,30
46172,13
60562,57
73890,54
18551,33
260740,57
49070,57
7300,57
107252,57
261652,57
86282,57
286652,36
135021,39
196312,29
22280,57
229881,33
82112,17
262301,57
227661,33
280132,57
247321,18
298882,57
272052,33
216732,2
228052,2
220661,33
66380,2
127512,57
279340,2
285351,57
224582,33
134111,32
255572,27
274281,54
159061,2
290621,57
66581,52
203551,33
108700,33
178850,57
255660,53
81421,2
253460,57
256911,57
210961,18
265301,1
167220,25
95670,57
111591,57
291972,33
58180,57
199132,2
270850,57
284802,57
276482,39
31130,57
98072,57
160911,56
130661,57
293252,33
231861,33
32311,33
62310,57
107261,25
198222,57
101442,57
206250,33
129741,57
36121,2
161462,39
243502,13
4672,12
132270,1
99790,20
210790,33
138162,57
2042,5
93721,57
138021,49
72761,57
242042,33
149950,2
123921,19
289852,2
133232,37
106382,57
5120,35
12410,57
175451,2
89472,2
287690,32
44350,57
135131,54
34391,53
227330,57
260901,2
262411,57
183101,30
299610,57
63562,18
130280,22
243880,33
8060,1
174612,2
197602,57
168912,33
251640,2
98912,57
254972,57
258560,57
191771,2
183812,57
5942,33
198212,20
80291,33
87552,57
61621,57
233740,2
141140,11
270542,57
32051,33
208592,33
241642,39
149521,57
235982,2
18320,57
164281,57
295081,2
243500,1
47910,53
153602,57
31752,57
109561,33
267211,2
116012,41
671,14
85341,57
205322,2
15162,2
145430,25
65330,57
26302,2
89102,57
122770,57
186671,22
153611,17
44590,2
241330,33
190961,3
200782,57
165661,57
86942,33
17070,43
260362,57
80261,57
203370,33
279920,33
236001,57
35792,33
108501,43
270640,57
100502,39
150932,57
76872,57
158631,24
233082,2
119931,16
74431,57
66421,37
132140,2
290080,51
153481,33
151050,2
277091,57
180560,33
67302,2
45870,2
147371,2
48010,18
235570,39
133670,3
282152,13
189990,18
23282,25
133782,57
138962,44
178281,21
64801,39
127422,33
27580,2
99521,1
257460,15
241182,39
277571,33
179782,43
49620,2
193171,44
95271,28
1331,56
103152,54
107921,57
147350,2
40772,57
242101,10
93740,52
177090,18
205210,2
95732,2
6572,33
146810,57
18392,57
3422,25
204002,57
166040,57
175842,57
283881,13
199950,57
255270,48
46561,12
233820,33
170012,33
220380,1
112580,33
172410,1
130792,57
82540,15
295071,50
156380,39
226501,57
270020,3
224872,33
148502,33
13170,57
222621,2
128410,18
147011,57
133962,57
217641,57
260062,33
259250,18
291482,44
275271,1
259252,57
223321,33
137302,57
26820,43
66750,53
133070,57
189851,5
56012,57
17681,28
279371,57
89010,33
61120,3
244341,57
39152,57
240042,57
119371,2
224081,32
142472,43
272061,2
183500,57
176620,57
7002,1
47772,33
166901,2
282232,1
263101,33
245682,57
208751,33
23440,25
290441,1
226052,50
198360,1
149821,33
45371,49
64931,33
32232,57
148942,32
32841,57
264200,57
215412,1
145890,33
112471,2
107831,2
257701,53
124310,2
14090,2
113182,1
167942,57
220552,55
222502,2
74100,57
290851,15
119820,35
143292,39
228701,57
235020,33
155712,57
147430,57
37011,20
213761,33
286402,57
57942,2
197420,14
33370,1
222341,17
23171,57
106841,57
296422,57
242190,2
246752,29
248842,3
136370,28
151040,18
120531,2
119422,53
203351,57
72831,33
163431,2
40960,48
112442,57
193480,33
210070,57
264771,2
226511,33
156632,33
11282,18
32740,33
29050,33
267142,56
61901,57
119590,2
261162,57
297230,57
262560,43
7611,57
167120,33
287241,44
191162,28
268981,33
47940,23
86422,1
288421,57
290620,57
208972,57
64310,33
11512,33
244530,51
59552,43
25341,43
284882,18
273041,11
55670,53
242112,57
168211,34
218282,57
91581,18
279971,23
223021,57
15170,43
133830,57
153020,18
246461,11
276440,57
8441,2
227740,54
88342,11
138630,53
198530,57
230640,24
160871,2
3822,57
187471,57
64542,13
277430,57
172281,2
204370,57
291800,2
462,57
195670,33
196041,33
107702,2
81391,4
15771,18
178530,2
21541,50
149121,57
3421,13
32142,57
76242,3
136472,57
271762,16
223491,30
297381,57
168511,57
152150,53
222130,57
267570,33
74092,57
60012,1
186872,57
189541,2
135032,33
108332,39
253330,2
62600,57
190051,39
39640,33
940,57
130371,48
119780,33
144430,57
168431,33
128340,33
34390,56
4300,33
2932,2
158040,24
101031,21
88952,57
24601,53
96172,33
60981,57
97030,57
289962,2
81190,33
149552,33
223692,57
146800,41
701,2
262031,57
153941,18
125031,57
219932,57
65082,33
105052,2
257440,21
153382,39
254232,25
18131,2
226040,8
92770,56
167991,30
255671,39
51410,33
112410,33
186790,30
80222,18
196140,12
222030,42
52341,57
147810,57
149992,2
152761,33
77802,2
92612,44
214450,18
239181,39
32800,57
61480,53
183391,33
33602,57
159842,33
274492,57
251810,57
18812,53
111422,1
170341,11
232380,57
243020,57
167460,57
216440,57
103111,57
285551,13
264321,21
89821,57
134001,2
209162,57
197690,41
242892,2
220510,39
29681,57
282720,2
119932,57
227481,3
64711,32
208892,2
107022,40
281381,57
256060,57
243962,2
276462,53
28561,57
22981,57
279570,30
260552,22
124812,10
186382,52
255160,57
143231,1
26092,33
42782,57
247932,57
73021,33
143602,57
118110,33
70162,33
116582,57
203260,11
152541,57
138382,57
263960,2
7510,57
17992,1
271102,57
40232,57
229840,2
296781,4
171862,1
24672,25
278041,57
128072,2
95370,56
184630,57
280802,57
37861,57
281402,33
197781,57
46361,33
89530,17
161932,57
32001,46
140682,33
271050,53
138932,57
216680,2
239400,57
222202,57
142731,57
95811,13
287981,57
40221,39
1611,57
202292,57
39130,57
211542,2
9780,57
154301,35
212992,57
151581,39
163822,57
223200,57
92092,18
167700,33
37732,33
149542,57
264302,57
61591,33
224311,19
36022,2
281681,33
52681,23
209821,57
158930,38
146531,33
200422,2
244292,57
226171,57
269852,39
42140,30
260420,39
177332,33
15050,46
79322,57
31430,57
216790,4
88231,43
5712,26
290420,2
25560,55
196180,57
64390,50
173240,33
205391,57
100452,57
261952,57
265731,39
204071,57
203622,33
78900,33
59910,57
53970,57
43562,50
184862,57
281071,0
93861,18
57722,56
215532,33
132891,33
46492,15
179622,33
225221,57
74342,1
277670,57
13971,1
217210,2
149010,33
5552,19
263230,57
171020,57
16731,1
270822,24
125691,24
282781,13
203770,18
76091,2
186682,57
2820,53
238940,33
160742,57
285972,57
254030,57
209350,57
34011,57
219251,18
110282,33
8892,57
297242,53
18902,1
189520,57
155730,33
227560,33
123872,33
160211,6
8150,49
68242,2
202272,57
246760,43
44071,2
128872,57
137500,57
257801,44
222182,1
35042,57
79931,26
187212,57
176611,39
272662,53
13890,2
77240,57
971,57
288592,0
270851,29
269311,57
6840,18
274820,33
223152,1
50120,2
572,33
129440,33
93502,1
257621,17
77131,57
55572,45
227622,57
59181,57
72802,57
157692,33
15790,57
227900,39
189101,57
153252,17
59161,46
224991,2
84750,38
256361,20
171531,2
79992,11
164070,33
239892,33
117960,2
220191,33
141631,2
107501,2
258272,53
115462,57
146790,13
53432,1
298831,33
129291,33
293801,57
188741,33
113650,30
237781,57
65112,39
139031,2
292802,1
107730,57
84631,57
278552,2
143020,17
129652,57
87772,53
146981,53
203781,2
99002,2
33471,12
78421,3
286791,57
134000,39
285512,57
99351,13
251802,30
33131,1
246050,33
294582,57
201660,53
291761,57
246380,2
232712,57
122602,57
190641,1
13182,57
265692,29
220611,53
139841,43
229362,45
82350,1
244451,57
273652,17
264492,57
98231,33
24530,57
30302,13
265401,49
270671,3
142081,15
195122,53
189301,33
151931,57
120850,57
97521,2
128760,1
68951,2
31321,54
175172,57
287591,54
22961,57
35930,57
123810,43
223201,39
270632,21
32450,57
280640,2
160692,57
129902,18
158071,39
68311,57
63132,57
273461,53
87601,33
242012,28
261150,37
120782,57
107060,57
280752,45
190140,33
242932,39
106301,39
52692,33
242960,27
189972,33
288861,57
31392,1
36790,1
26950,57
174131,57
148012,2
151272,57
107902,33
289862,2
35272,57
250352,33
90950,33
249090,33
215630,57
58160,20
162722,33
14060,39
65932,57
98372,57
254522,3
128931,57
68772,2
156852,21
166241,33
170691,25
122472,57
53530,33
20882,57
292401,57
3342,57
276841,2
179132,33
93372,2
91011,57
115282,57
177922,53
171230,33
205691,33
142432,33
94921,30
86731,3
158852,43
287980,57
175232,54
230950,57
293172,33
110450,2
101012,13
175622,57
59311,2
145190,57
216820,57
153022,2
82572,57
242762,18
74601,54
88501,2
121980,57
279152,49
80370,33
200241,33
25941,57
278022,57
179901,57
7920,56
19371,57
126482,44
37822,33
107041,2
74940,57
115792,1
216851,57
271652,39
19132,57
59980,39
207482,57
277830,2
59441,57
137772,3
41850,2
116322,32
56130,2
253581,53
240440,57
290671,53
276862,2
84992,57
170482,2
610,12
215702,44
271760,57
24721,33
192050,33
232701,43
201330,57
63302,2
168751,57
121440,39
104990,2
276732,57
184980,12
20420,57
79340,57
218572,1
70092,2
67982,57
64851,57
240502,39
87592,33
30022,2
190691,11
226662,44
10942,48
127000,33
42771,2
18991,19
283241,57
199211,50
143271,2
81350,57
261430,57
286390,57
226710,2
244220,57
299382,57
94091,43
19152,57
268071,57
100710,2
192241,57
207492,57
242642,2
199000,57
106660,57
234762,2
98161,33
101722,2
273982,33
269532,1
168052,17
176021,2
222120,2
122902,57
239112,57
113102,57
268791,33
97890,48
26091,57
164851,11
962,18
30922,57
116702,57
239441,57
120811,33
111330,33
229202,57
185500,28
206310,28
146552,24
64151,56
48662,44
173372,1
131430,33
250361,33
235191,2
226011,57
137420,46
115961,57
132490,1
154632,57
233992,39
74682,57
173652,57
83582,57
70670,57
20172,33
160331,10
271862,1
280430,57
62771,57
271681,1
166392,57
78771,57
41771,1
286141,33
196460,33
213842,11
209161,33
191620,28
199751,57
144360,57
159732,2
153710,56
279802,33
165242,57
170220,33
145850,23
181062,57
190611,57
168880,2
55342,49
70870,33
78931,2
6621,57
125141,2
20472,43
214160,39
2020,43
142841,57
13961,57
90170,33
122621,57
110330,57
4812,21
200810,57
125810,17
205332,14
159071,2
217450,33
203511,1
250332,39
258032,39
225230,33
260942,2
140280,57
50910,2
222862,57
243991,33
134162,13
263171,3
289411,1
256591,57
148661,3
99361,54
50392,33
265672,57
96282,33
209711,2
144411,50
79702,13
142082,2
274890,38
52072,41
244450,33
36021,2
281701,3
276461,3
113890,57
212322,20
81270,2
85042,53
132701,29
174752,2
184072,33
176302,33
205980,33
298111,57
232172,2
61842,57
19860,57
162520,33
30310,57
77771,57
183412,2
239730,57
116112,57
191901,57
269561,33
170371,57
33900,2
24131,33
10792,33
17650,56
43251,39
152350,57
137312,19
98881,57
56482,1
119090,44
196200,57
229491,15
132530,2
271440,2
201361,57
285181,56
5142,57
231062,57
140062,57
190101,1
37161,54
262161,39
18230,2
257370,35
249230,2
252391,2
125932,33
29710,2
157741,33
254221,57
218450,48
266500,3
154882,33
201040,12
110420,57
177492,2
7011,57
235282,33
56171,57
81810,52
61642,17
223880,39
222072,2
180841,1
47780,46
7472,33
194330,49
220270,56
293270,28
130492,57
188422,57
159142,2
197461,57
42302,57
45931,43
232761,28
201640,33
263642,57
156082,2
257782,57
243370,56
252032,57
158981,27
63420,33
152352,57
101390,29
214990,2
124161,33
17640,3
21271,57
211332,2
202142,50
4930,57
41322,57
276532,1
64152,33
64721,55
122332,57
87160,29
159771,57
291370,2
177560,2
189632,33
133061,57
284930,57
266172,2
22851,2
170200,57
191682,10
224571,33
289670,2
95470,57
92731,11
20450,2
125892,57
294181,57
96732,57
291890,17
223831,57
177032,57
186931,33
266221,33
28662,57
136511,57
270240,39
54820,33
247811,13
21112,51
44801,29
47842,30
74162,57
32750,23
101221,39
169541,33
181320,33
79121,57
165832,57
231230,21
63151,33
106051,2
292731,2
135851,37
120152,33
71301,57
88321,33
222340,53
219511,18
245402,53
286500,10
187332,18
22611,57
85241,5
215390,39
203560,2
169851,37
238070,1
13021,1
271992,2
239752,50
158890,2
122230,2
230741,57
223222,57
117430,39
268692,57
99401,57
83900,39
249231,2
18831,33
245691,53
219820,33
136671,1
204461,2
94301,21
98082,6
276572,20
72412,57
133520,39
205012,2
268932,1
213692,57
161621,57
113260,53
277930,33
230411,57
218852,57
193770,13
130090,33
275832,57
10012,17
158970,57
229502,17
174742,2
121240,49
216821,33
32070,1
241352,2
217481,17
238550,57
162701,42
170132,2
91250,57
252191,57
16330,2
176540,52
136852,56
18092,23
117460,20
88881,33
244362,29
101882,57
169752,33
190931,53
8941,57
134602,57
289241,39
177052,57
111691,13
221851,2
174132,39
181852,57
45111,57
206140,2
237420,33
81292,33
138761,33
136501,2
57482,50
154582,2
214162,35
132470,57
101240,18
191191,1
135451,2
87171,57
29490,2
181240,44
208460,33
97040,57
94740,2
272840,57
18220,33
33352,57
172512,11
299211,1
235961,28
58591,2
284272,13
61211,30
75800,57
203242,33
24890,33
261072,39
299982,57
107271,33
40901,57
145421,43
294972,33
34592,33
68482,33
135670,30
75010,57
128640,57
222791,2
4941,45
72762,33
48451,56
228991,53
186280,33
156880,33
198172,33
11822,57
224190,57
60440,57
231901,33
281721,33
61000,53
148222,57
283391,1
149931,49
74031,2
257292,57
32532,57
205001,2
220691,2
66610,33
191971,3
24572,2
217601,33
90620,39
168720,3
229730,13
83282,57
245801,11
40342,56
63851,57
136430,18
47791,2
33620,57
217471,39
92241,44
254792,53
54801,9
54690,57
226552,57
26611,57
88642,33
193622,57
62350,53
46632,57
186961,15
27291,2
207740,57
94111,53
81901,2
223621,2
8540,2
80030,33
210642,57
83660,2
295862,33
252282,57
176812,52
76691,33
196750,18
157060,2
95472,30
132400,57
10131,57
296562,38
39450,39
273741,57
258010,15
6192,2
226562,2
35971,3
274320,57
285312,57
246181,3
280080,20
278441,33
151282,1
181222,57
173092,57
292782,57
101432,2
95471,2
159521,57
240002,57
17800,57
32561,57
242860,57
218361,56
56332,2
209362,57
237031,8
107150,2
43031,12
239311,33
273260,33
50951,57
109952,6
156231,57
198741,33
73590,26
106031,57
109790,57
124421,1
7471,56
212452,9
13402,33
223942,2
115250,1
19692,22
285060,17
70490,20
153360,39
89261,57
136951,18
157870,33
101341,57
79352,57
143112,57
291021,2
235592,1
179621,2
290341,0
96210,33
151600,2
270171,6
275032,33
279692,41
9751,57
95430,2
297051,38
108621,19
183021,57
210772,57
216011,13
187751,49
261300,57
2590,57
227441,39
118650,39
10751,31
100431,57
18351,57
288880,57
59362,18
45290,57
269601,39
272050,2
170750,33
295231,57
204591,51
149082,33
191410,57
141082,57
241680,15
215190,33
25380,17
160770,57
203361,39
132391,39
104792,13
91480,33
246011,57
129900,57
19662,33
208322,57
257130,57
84872,28
238132,57
125520,57
65052,57
55392,57
68771,51
162731,57
68290,33
50421,57
253312,57
263360,57
92602,57
77940,33
185722,26
139340,33
10060,53
96630,2
9620,57
20960,21
162101,51
246452,56
25340,2
80190,18
117911,22
273202,33
75140,14
135012,1
129051,33
41141,2
232902,52
246021,39
84171,33
269580,12
202352,33
254062,53
1622,2
50431,15
96962,43
175570,2
48891,1
174962,2
17230,57
183510,51
279741,13
108772,57
161202,18
259272,33
99441,57
292042,2
29440,2
31910,57
206302,50
250631,56
73761,57
274561,1
296561,33
264152,21
24562,57
292670,0
287642,21
116091,2
250382,2
283890,30
220002,39
40610,1
52402,57
78812,57
221350,22
70270,33
78430,33
81002,1
12642,33
64082,13
100712,57
185471,57
220242,33
150082,57
140522,57
214932,15
238122,38
108372,1
83942,33
62260,2
213570,57
30970,57
45000,33
45722,51
148922,39
185361,57
87200,2
243240,2
128390,33
42862,30
149330,57
169281,18
44521,37
286131,2
166370,46
195461,57
111171,33
158360,28
15260,2
270790,18
152762,2
132751,39
264452,15
150001,53
156450,57
40720,2
130231,2
282740,2
2252,30
226741,50
104150,33
219580,53
31451,18
116641,33
268351,39
161171,2
78222,18
53852,57
140510,33
128941,33
131552,57
41840,57
150882,57
67970,57
153592,0
131010,2
127491,50
125441,57
216571,57
188852,57
268821,45
262110,1
142270,56
137422,33
132650,20
114552,2
132330,33
259061,2
249031,57
191492,33
153580,57
135951,15
116360,13
29782,15
132121,57
297580,18
51871,1
111841,57
35490,18
117931,57
21612,57
23882,57
231300,50
186661,56
168060,57
137252,33
217992,57
73062,57
51970,57
291020,21
285092,2
26000,53
238042,50
105290,2
190891,2
57682,13
198960,13
11250,1
99451,33
267730,2
133621,57
125062,57
217552,33
245030,57
170402,2
255460,33
175350,57
10612,57
66301,57
108592,39
222810,33
260630,33
16920,2
53072,18
290082,57
173831,57
172742,27
276880,57
106800,2
240550,57
241390,39
52930,41
6421,57
27012,33
243630,2
183041,1
259520,39
1241,33
271460,33
61461,57
43991,57
53891,44
153200,2
204231,1
118591,15
35012,25
247541,2
125740,21
115731,55
205921,57
158790,2
113221,57
238401,18
218332,51
290490,57
205641,2
206682,6
16120,57
238810,2
119942,57
136032,44
291862,2
45751,57
52650,39
137461,57
215480,33
229291,13
54712,57
118401,2
12110,57
